index,filename,num_rooms
175,datasets/rplan/10753.json,79
176,datasets/rplan/10757.json,76
177,datasets/rplan/10760.json,68
178,datasets/rplan/10762.json,70
179,datasets/rplan/10770.json,79
180,datasets/rplan/10771.json,74
181,datasets/rplan/10775.json,85
182,datasets/rplan/10777.json,83
183,datasets/rplan/10780.json,68
184,datasets/rplan/10784.json,69
185,datasets/rplan/10787.json,72
186,datasets/rplan/10788.json,68
187,datasets/rplan/10792.json,70
188,datasets/rplan/10793.json,79
189,datasets/rplan/10798.json,75
190,datasets/rplan/10800.json,77
191,datasets/rplan/10801.json,79
192,datasets/rplan/10803.json,82
193,datasets/rplan/10815.json,82
194,datasets/rplan/1082.json,82
195,datasets/rplan/10820.json,76
196,datasets/rplan/10824.json,79
197,datasets/rplan/10827.json,82
198,datasets/rplan/10828.json,79
199,datasets/rplan/10829.json,91
200,datasets/rplan/10836.json,76
201,datasets/rplan/10839.json,82
202,datasets/rplan/10859.json,76
203,datasets/rplan/10860.json,82
204,datasets/rplan/10873.json,79
205,datasets/rplan/10882.json,73
206,datasets/rplan/10886.json,82
207,datasets/rplan/10889.json,88
208,datasets/rplan/10890.json,73
209,datasets/rplan/10895.json,76
210,datasets/rplan/10896.json,79
211,datasets/rplan/10897.json,76
212,datasets/rplan/109.json,74
213,datasets/rplan/10903.json,86
214,datasets/rplan/10909.json,74
215,datasets/rplan/10920.json,70
216,datasets/rplan/10926.json,73
217,datasets/rplan/10939.json,71
218,datasets/rplan/1094.json,82
219,datasets/rplan/10940.json,82
220,datasets/rplan/10956.json,90
221,datasets/rplan/10962.json,67
222,datasets/rplan/10964.json,76
223,datasets/rplan/10977.json,73
224,datasets/rplan/10995.json,85
225,datasets/rplan/10999.json,82
226,datasets/rplan/1100.json,67
227,datasets/rplan/11001.json,78
228,datasets/rplan/11002.json,73
229,datasets/rplan/11003.json,83
230,datasets/rplan/11014.json,88
231,datasets/rplan/11018.json,80
232,datasets/rplan/11019.json,91
233,datasets/rplan/11027.json,78
234,datasets/rplan/11037.json,77
235,datasets/rplan/11040.json,85
236,datasets/rplan/11049.json,79
237,datasets/rplan/11054.json,91
238,datasets/rplan/11058.json,70
239,datasets/rplan/11060.json,68
240,datasets/rplan/11062.json,71
241,datasets/rplan/11066.json,88
242,datasets/rplan/11068.json,76
243,datasets/rplan/1107.json,73
244,datasets/rplan/11072.json,76
245,datasets/rplan/11073.json,68
246,datasets/rplan/11081.json,85
247,datasets/rplan/11086.json,82
248,datasets/rplan/11088.json,82
249,datasets/rplan/11090.json,76
250,datasets/rplan/11091.json,76
251,datasets/rplan/11092.json,76
252,datasets/rplan/11096.json,79
253,datasets/rplan/111.json,73
254,datasets/rplan/11101.json,73
255,datasets/rplan/11102.json,88
256,datasets/rplan/11108.json,76
257,datasets/rplan/11119.json,68
258,datasets/rplan/11121.json,73
259,datasets/rplan/11125.json,76
260,datasets/rplan/11131.json,82
261,datasets/rplan/11134.json,79
262,datasets/rplan/11137.json,73
263,datasets/rplan/11138.json,94
264,datasets/rplan/1114.json,66
265,datasets/rplan/11144.json,76
266,datasets/rplan/11145.json,69
267,datasets/rplan/11147.json,79
268,datasets/rplan/11171.json,64
269,datasets/rplan/11172.json,85
270,datasets/rplan/11184.json,79
271,datasets/rplan/112.json,80
272,datasets/rplan/11201.json,76
273,datasets/rplan/11206.json,76
274,datasets/rplan/11213.json,83
275,datasets/rplan/11217.json,78
276,datasets/rplan/11223.json,82
277,datasets/rplan/11231.json,85
278,datasets/rplan/11249.json,77
279,datasets/rplan/1125.json,82
280,datasets/rplan/11250.json,97
281,datasets/rplan/11255.json,76
282,datasets/rplan/11260.json,89
283,datasets/rplan/11264.json,80
284,datasets/rplan/11266.json,94
285,datasets/rplan/11269.json,75
286,datasets/rplan/11283.json,79
287,datasets/rplan/11285.json,79
288,datasets/rplan/11289.json,91
289,datasets/rplan/1129.json,69
290,datasets/rplan/11291.json,91
291,datasets/rplan/11294.json,82
292,datasets/rplan/11305.json,78
293,datasets/rplan/11306.json,79
294,datasets/rplan/11321.json,84
295,datasets/rplan/11322.json,92
296,datasets/rplan/11329.json,91
297,datasets/rplan/11331.json,72
298,datasets/rplan/11333.json,81
299,datasets/rplan/11335.json,79
300,datasets/rplan/11342.json,71
301,datasets/rplan/11343.json,91
302,datasets/rplan/11344.json,91
303,datasets/rplan/11352.json,82
304,datasets/rplan/11365.json,79
305,datasets/rplan/11369.json,82
306,datasets/rplan/11370.json,74
307,datasets/rplan/11375.json,82
308,datasets/rplan/1138.json,68
309,datasets/rplan/11380.json,88
310,datasets/rplan/11385.json,64
311,datasets/rplan/11388.json,79
312,datasets/rplan/1139.json,74
313,datasets/rplan/11395.json,81
314,datasets/rplan/11398.json,88
315,datasets/rplan/11418.json,67
316,datasets/rplan/11419.json,75
317,datasets/rplan/1143.json,82
318,datasets/rplan/11432.json,85
319,datasets/rplan/11439.json,80
320,datasets/rplan/1144.json,74
321,datasets/rplan/11448.json,90
322,datasets/rplan/11455.json,74
323,datasets/rplan/11457.json,82
324,datasets/rplan/11463.json,76
325,datasets/rplan/11473.json,78
326,datasets/rplan/11475.json,85
327,datasets/rplan/11476.json,77
328,datasets/rplan/11477.json,70
329,datasets/rplan/11478.json,82
330,datasets/rplan/11479.json,86
331,datasets/rplan/11480.json,73
332,datasets/rplan/11488.json,76
333,datasets/rplan/1149.json,85
334,datasets/rplan/11490.json,90
335,datasets/rplan/115.json,76
336,datasets/rplan/11511.json,77
337,datasets/rplan/11512.json,79
338,datasets/rplan/11514.json,70
339,datasets/rplan/11516.json,100
340,datasets/rplan/11521.json,76
341,datasets/rplan/11523.json,77
342,datasets/rplan/11524.json,88
343,datasets/rplan/11526.json,76
344,datasets/rplan/11530.json,83
345,datasets/rplan/1154.json,88
346,datasets/rplan/11545.json,85
347,datasets/rplan/11548.json,85
348,datasets/rplan/11552.json,68
349,datasets/rplan/11563.json,77
350,datasets/rplan/11580.json,73
351,datasets/rplan/1159.json,76
352,datasets/rplan/11596.json,73
353,datasets/rplan/11606.json,76
354,datasets/rplan/11610.json,76
355,datasets/rplan/11623.json,99
356,datasets/rplan/11636.json,76
357,datasets/rplan/1164.json,82
358,datasets/rplan/11641.json,85
359,datasets/rplan/11643.json,71
360,datasets/rplan/11646.json,73
361,datasets/rplan/11652.json,82
362,datasets/rplan/11653.json,73
363,datasets/rplan/11669.json,82
364,datasets/rplan/11672.json,79
365,datasets/rplan/11674.json,79
366,datasets/rplan/11679.json,79
367,datasets/rplan/11680.json,74
368,datasets/rplan/11688.json,76
369,datasets/rplan/11693.json,69
370,datasets/rplan/11695.json,79
371,datasets/rplan/11703.json,79
372,datasets/rplan/11707.json,73
373,datasets/rplan/1171.json,91
374,datasets/rplan/11714.json,76
375,datasets/rplan/11722.json,73
376,datasets/rplan/11724.json,76
377,datasets/rplan/11726.json,76
378,datasets/rplan/11736.json,79
379,datasets/rplan/11739.json,74
380,datasets/rplan/11742.json,72
381,datasets/rplan/11754.json,77
382,datasets/rplan/1176.json,88
383,datasets/rplan/11765.json,73
384,datasets/rplan/11785.json,80
385,datasets/rplan/11796.json,86
386,datasets/rplan/11802.json,79
387,datasets/rplan/11804.json,100
388,datasets/rplan/11808.json,79
389,datasets/rplan/11811.json,66
390,datasets/rplan/11821.json,76
391,datasets/rplan/11827.json,76
392,datasets/rplan/11846.json,73
393,datasets/rplan/1185.json,87
394,datasets/rplan/11857.json,88
395,datasets/rplan/11861.json,71
396,datasets/rplan/11863.json,74
397,datasets/rplan/11865.json,86
398,datasets/rplan/11871.json,76
399,datasets/rplan/11875.json,91
400,datasets/rplan/11880.json,76
401,datasets/rplan/11895.json,71
402,datasets/rplan/11896.json,80
403,datasets/rplan/11897.json,80
404,datasets/rplan/11905.json,71
405,datasets/rplan/11906.json,80
406,datasets/rplan/11909.json,76
407,datasets/rplan/11910.json,68
408,datasets/rplan/11912.json,82
409,datasets/rplan/11915.json,63
410,datasets/rplan/11916.json,76
411,datasets/rplan/1192.json,82
412,datasets/rplan/11921.json,82
413,datasets/rplan/11929.json,91
414,datasets/rplan/11930.json,82
415,datasets/rplan/11935.json,80
416,datasets/rplan/11945.json,85
417,datasets/rplan/11965.json,73
418,datasets/rplan/11968.json,79
419,datasets/rplan/11969.json,76
420,datasets/rplan/11971.json,76
421,datasets/rplan/11978.json,74
422,datasets/rplan/11981.json,76
423,datasets/rplan/11986.json,83
424,datasets/rplan/11988.json,82
425,datasets/rplan/1199.json,89
426,datasets/rplan/11990.json,76
427,datasets/rplan/11992.json,79
428,datasets/rplan/11995.json,85
429,datasets/rplan/11996.json,68
430,datasets/rplan/12001.json,75
431,datasets/rplan/12003.json,68
432,datasets/rplan/12030.json,73
433,datasets/rplan/12037.json,76
434,datasets/rplan/12038.json,71
435,datasets/rplan/1204.json,64
436,datasets/rplan/12040.json,63
437,datasets/rplan/12045.json,76
438,datasets/rplan/12057.json,85
439,datasets/rplan/1207.json,75
440,datasets/rplan/12070.json,72
441,datasets/rplan/12071.json,70
442,datasets/rplan/12073.json,76
443,datasets/rplan/12074.json,79
444,datasets/rplan/12084.json,82
445,datasets/rplan/12091.json,69
446,datasets/rplan/12095.json,76
447,datasets/rplan/12100.json,79
448,datasets/rplan/12111.json,80
449,datasets/rplan/12113.json,76
450,datasets/rplan/12118.json,91
451,datasets/rplan/12120.json,91
452,datasets/rplan/12123.json,80
453,datasets/rplan/12131.json,77
454,datasets/rplan/12132.json,80
455,datasets/rplan/12135.json,82
456,datasets/rplan/1214.json,86
457,datasets/rplan/12141.json,88
458,datasets/rplan/12144.json,76
459,datasets/rplan/12150.json,82
460,datasets/rplan/12156.json,77
461,datasets/rplan/12159.json,82
462,datasets/rplan/1216.json,76
463,datasets/rplan/12169.json,88
464,datasets/rplan/12187.json,77
465,datasets/rplan/12195.json,73
466,datasets/rplan/12201.json,70
467,datasets/rplan/12205.json,80
468,datasets/rplan/1221.json,68
469,datasets/rplan/12211.json,89
470,datasets/rplan/12228.json,91
471,datasets/rplan/12238.json,85
472,datasets/rplan/12241.json,73
473,datasets/rplan/12243.json,85
474,datasets/rplan/12246.json,87
475,datasets/rplan/12252.json,79
476,datasets/rplan/12260.json,82
477,datasets/rplan/12262.json,73
478,datasets/rplan/12275.json,94
479,datasets/rplan/12284.json,68
480,datasets/rplan/12290.json,66
481,datasets/rplan/12292.json,76
482,datasets/rplan/12296.json,86
483,datasets/rplan/12297.json,85
484,datasets/rplan/123.json,91
485,datasets/rplan/12308.json,80
486,datasets/rplan/12318.json,85
487,datasets/rplan/12321.json,76
488,datasets/rplan/12324.json,74
489,datasets/rplan/12326.json,69
490,datasets/rplan/12332.json,82
491,datasets/rplan/12351.json,76
492,datasets/rplan/12364.json,79
493,datasets/rplan/12366.json,80
494,datasets/rplan/12369.json,80
495,datasets/rplan/12375.json,85
496,datasets/rplan/12382.json,79
497,datasets/rplan/12383.json,79
498,datasets/rplan/12387.json,79
499,datasets/rplan/12391.json,77
500,datasets/rplan/12401.json,80
501,datasets/rplan/12404.json,67
502,datasets/rplan/12411.json,82
503,datasets/rplan/12413.json,97
504,datasets/rplan/12415.json,82
505,datasets/rplan/12424.json,76
506,datasets/rplan/12428.json,76
507,datasets/rplan/12446.json,79
508,datasets/rplan/12447.json,85
509,datasets/rplan/12449.json,80
510,datasets/rplan/1245.json,91
511,datasets/rplan/12453.json,72
512,datasets/rplan/12466.json,68
513,datasets/rplan/12475.json,91
514,datasets/rplan/12477.json,79
515,datasets/rplan/12485.json,76
516,datasets/rplan/12486.json,86
517,datasets/rplan/12488.json,76
518,datasets/rplan/12490.json,78
519,datasets/rplan/12492.json,70
520,datasets/rplan/12495.json,83
521,datasets/rplan/12502.json,70
522,datasets/rplan/12515.json,88
523,datasets/rplan/12521.json,73
524,datasets/rplan/12529.json,77
525,datasets/rplan/12530.json,82
526,datasets/rplan/12531.json,79
527,datasets/rplan/12537.json,76
528,datasets/rplan/12538.json,81
529,datasets/rplan/12539.json,70
530,datasets/rplan/12540.json,83
531,datasets/rplan/12541.json,88
532,datasets/rplan/12553.json,70
533,datasets/rplan/12554.json,66
534,datasets/rplan/12555.json,70
535,datasets/rplan/12562.json,68
536,datasets/rplan/12563.json,76
537,datasets/rplan/12565.json,82
538,datasets/rplan/12567.json,83
539,datasets/rplan/12572.json,79
540,datasets/rplan/12573.json,89
541,datasets/rplan/1259.json,71
542,datasets/rplan/12593.json,74
543,datasets/rplan/12594.json,76
544,datasets/rplan/12600.json,74
545,datasets/rplan/12601.json,82
546,datasets/rplan/12603.json,74
547,datasets/rplan/12605.json,71
548,datasets/rplan/12606.json,76
549,datasets/rplan/12614.json,82
550,datasets/rplan/12619.json,73
551,datasets/rplan/12628.json,79
552,datasets/rplan/12629.json,79
553,datasets/rplan/12638.json,79
554,datasets/rplan/12651.json,71
555,datasets/rplan/12658.json,69
556,datasets/rplan/12664.json,71
557,datasets/rplan/12667.json,82
558,datasets/rplan/12669.json,91
559,datasets/rplan/12670.json,83
560,datasets/rplan/12678.json,76
561,datasets/rplan/12679.json,79
562,datasets/rplan/1268.json,76
563,datasets/rplan/12680.json,85
564,datasets/rplan/12685.json,77
565,datasets/rplan/12690.json,85
566,datasets/rplan/12691.json,79
567,datasets/rplan/12692.json,71
568,datasets/rplan/12694.json,67
569,datasets/rplan/12697.json,88
570,datasets/rplan/12698.json,89
571,datasets/rplan/12699.json,81
572,datasets/rplan/12701.json,74
573,datasets/rplan/12705.json,79
574,datasets/rplan/12706.json,95
575,datasets/rplan/12710.json,85
576,datasets/rplan/12712.json,66
577,datasets/rplan/12725.json,76
578,datasets/rplan/12731.json,85
579,datasets/rplan/12735.json,82
580,datasets/rplan/12737.json,66
581,datasets/rplan/12738.json,72
582,datasets/rplan/12739.json,79
583,datasets/rplan/12744.json,78
584,datasets/rplan/12745.json,72
585,datasets/rplan/12750.json,77
586,datasets/rplan/12751.json,70
587,datasets/rplan/1276.json,81
588,datasets/rplan/12767.json,93
589,datasets/rplan/12787.json,73
590,datasets/rplan/12788.json,79
591,datasets/rplan/1279.json,79
592,datasets/rplan/12790.json,88
593,datasets/rplan/12793.json,65
594,datasets/rplan/12802.json,76
595,datasets/rplan/12804.json,74
596,datasets/rplan/12808.json,86
597,datasets/rplan/12813.json,79
598,datasets/rplan/12815.json,83
599,datasets/rplan/12816.json,80
600,datasets/rplan/12828.json,95
601,datasets/rplan/1283.json,86
602,datasets/rplan/12834.json,91
603,datasets/rplan/12837.json,88
604,datasets/rplan/12862.json,75
605,datasets/rplan/12864.json,82
606,datasets/rplan/12865.json,73
607,datasets/rplan/12866.json,77
608,datasets/rplan/12868.json,79
609,datasets/rplan/12875.json,74
610,datasets/rplan/12879.json,74
611,datasets/rplan/12892.json,79
612,datasets/rplan/12899.json,73
613,datasets/rplan/1291.json,66
614,datasets/rplan/1293.json,82
615,datasets/rplan/12930.json,85
616,datasets/rplan/12934.json,82
617,datasets/rplan/12940.json,88
618,datasets/rplan/12944.json,88
619,datasets/rplan/12945.json,82
620,datasets/rplan/12958.json,64
621,datasets/rplan/1296.json,79
622,datasets/rplan/12963.json,76
623,datasets/rplan/12968.json,77
624,datasets/rplan/12972.json,74
625,datasets/rplan/12974.json,79
626,datasets/rplan/12986.json,81
627,datasets/rplan/12997.json,88
628,datasets/rplan/12999.json,73
629,datasets/rplan/13001.json,77
630,datasets/rplan/13006.json,84
631,datasets/rplan/13010.json,73
632,datasets/rplan/13014.json,72
633,datasets/rplan/1302.json,67
634,datasets/rplan/13023.json,75
635,datasets/rplan/13062.json,85
636,datasets/rplan/13065.json,75
637,datasets/rplan/13068.json,73
638,datasets/rplan/13071.json,74
639,datasets/rplan/13075.json,73
640,datasets/rplan/13077.json,82
641,datasets/rplan/13085.json,79
642,datasets/rplan/13088.json,79
643,datasets/rplan/13089.json,85
644,datasets/rplan/13091.json,81
645,datasets/rplan/13105.json,88
646,datasets/rplan/13108.json,85
647,datasets/rplan/13109.json,82
648,datasets/rplan/13114.json,88
649,datasets/rplan/1312.json,82
650,datasets/rplan/13125.json,70
651,datasets/rplan/13129.json,79
652,datasets/rplan/1313.json,76
653,datasets/rplan/13131.json,83
654,datasets/rplan/13134.json,73
655,datasets/rplan/13136.json,88
656,datasets/rplan/1316.json,75
657,datasets/rplan/13165.json,79
658,datasets/rplan/13168.json,82
659,datasets/rplan/13179.json,90
660,datasets/rplan/13187.json,79
661,datasets/rplan/13194.json,82
662,datasets/rplan/13197.json,77
663,datasets/rplan/13200.json,82
664,datasets/rplan/13212.json,87
665,datasets/rplan/13217.json,71
666,datasets/rplan/13223.json,79
667,datasets/rplan/13225.json,75
668,datasets/rplan/13230.json,76
669,datasets/rplan/13235.json,83
670,datasets/rplan/13239.json,76
671,datasets/rplan/13247.json,76
672,datasets/rplan/13254.json,94
673,datasets/rplan/13255.json,76
674,datasets/rplan/13258.json,72
675,datasets/rplan/13275.json,88
676,datasets/rplan/13278.json,85
677,datasets/rplan/13279.json,85
678,datasets/rplan/13281.json,79
679,datasets/rplan/13288.json,79
680,datasets/rplan/13295.json,76
681,datasets/rplan/13297.json,79
682,datasets/rplan/13300.json,70
683,datasets/rplan/13303.json,74
684,datasets/rplan/13304.json,79
685,datasets/rplan/13311.json,83
686,datasets/rplan/13315.json,71
687,datasets/rplan/13317.json,77
688,datasets/rplan/13334.json,85
689,datasets/rplan/13335.json,67
690,datasets/rplan/1334.json,91
691,datasets/rplan/13343.json,74
692,datasets/rplan/13349.json,74
693,datasets/rplan/13351.json,88
694,datasets/rplan/13355.json,82
695,datasets/rplan/13359.json,73
696,datasets/rplan/13361.json,73
697,datasets/rplan/13363.json,76
698,datasets/rplan/1337.json,78
699,datasets/rplan/13373.json,70
700,datasets/rplan/13374.json,85
701,datasets/rplan/13377.json,79
702,datasets/rplan/13383.json,67
703,datasets/rplan/13388.json,68
704,datasets/rplan/13404.json,77
705,datasets/rplan/13411.json,67
706,datasets/rplan/13415.json,67
707,datasets/rplan/13428.json,74
708,datasets/rplan/13429.json,89
709,datasets/rplan/1343.json,82
710,datasets/rplan/13438.json,86
711,datasets/rplan/13439.json,79
712,datasets/rplan/13443.json,79
713,datasets/rplan/13454.json,82
714,datasets/rplan/13456.json,91
715,datasets/rplan/13457.json,76
716,datasets/rplan/13473.json,85
717,datasets/rplan/13479.json,89
718,datasets/rplan/13481.json,85
719,datasets/rplan/13484.json,72
720,datasets/rplan/13489.json,76
721,datasets/rplan/13503.json,73
722,datasets/rplan/13506.json,73
723,datasets/rplan/13511.json,85
724,datasets/rplan/13512.json,84
725,datasets/rplan/13513.json,77
726,datasets/rplan/13516.json,83
727,datasets/rplan/13524.json,86
728,datasets/rplan/13525.json,88
729,datasets/rplan/13526.json,81
730,datasets/rplan/13529.json,82
731,datasets/rplan/13534.json,85
732,datasets/rplan/13543.json,88
733,datasets/rplan/13555.json,73
734,datasets/rplan/13565.json,75
735,datasets/rplan/13569.json,82
736,datasets/rplan/13579.json,83
737,datasets/rplan/1358.json,71
738,datasets/rplan/13582.json,82
739,datasets/rplan/13584.json,95
740,datasets/rplan/13585.json,71
741,datasets/rplan/13586.json,76
742,datasets/rplan/1359.json,89
743,datasets/rplan/13593.json,74
744,datasets/rplan/13598.json,75
745,datasets/rplan/13605.json,85
746,datasets/rplan/13608.json,77
747,datasets/rplan/13610.json,70
748,datasets/rplan/13613.json,88
749,datasets/rplan/13619.json,75
750,datasets/rplan/13621.json,75
751,datasets/rplan/13626.json,80
752,datasets/rplan/13648.json,68
753,datasets/rplan/1365.json,90
754,datasets/rplan/13652.json,79
755,datasets/rplan/13655.json,97
756,datasets/rplan/13656.json,76
757,datasets/rplan/13657.json,77
758,datasets/rplan/13670.json,91
759,datasets/rplan/13671.json,81
760,datasets/rplan/13673.json,79
761,datasets/rplan/13679.json,79
762,datasets/rplan/13689.json,79
763,datasets/rplan/13691.json,57
764,datasets/rplan/13694.json,73
765,datasets/rplan/13697.json,73
766,datasets/rplan/137.json,94
767,datasets/rplan/1370.json,80
768,datasets/rplan/13703.json,92
769,datasets/rplan/13704.json,88
770,datasets/rplan/1371.json,77
771,datasets/rplan/13718.json,76
772,datasets/rplan/13722.json,74
773,datasets/rplan/13736.json,72
774,datasets/rplan/13750.json,57
775,datasets/rplan/13754.json,76
776,datasets/rplan/13768.json,66
777,datasets/rplan/13774.json,75
778,datasets/rplan/13776.json,71
779,datasets/rplan/13790.json,88
780,datasets/rplan/13800.json,73
781,datasets/rplan/13801.json,91
782,datasets/rplan/13803.json,83
783,datasets/rplan/13812.json,73
784,datasets/rplan/13822.json,79
785,datasets/rplan/13824.json,74
786,datasets/rplan/13826.json,88
787,datasets/rplan/13831.json,70
788,datasets/rplan/13847.json,78
789,datasets/rplan/13854.json,82
790,datasets/rplan/13859.json,82
791,datasets/rplan/13865.json,79
792,datasets/rplan/1387.json,79
793,datasets/rplan/13871.json,79
794,datasets/rplan/13872.json,85
795,datasets/rplan/13881.json,82
796,datasets/rplan/13890.json,76
797,datasets/rplan/13896.json,69
798,datasets/rplan/13899.json,73
799,datasets/rplan/13900.json,74
800,datasets/rplan/13908.json,88
801,datasets/rplan/13909.json,92
802,datasets/rplan/13911.json,83
803,datasets/rplan/13915.json,71
804,datasets/rplan/1392.json,76
805,datasets/rplan/13929.json,79
806,datasets/rplan/13930.json,62
807,datasets/rplan/13937.json,91
808,datasets/rplan/13939.json,79
809,datasets/rplan/13947.json,77
810,datasets/rplan/13949.json,77
811,datasets/rplan/13953.json,82
812,datasets/rplan/13955.json,73
813,datasets/rplan/13957.json,91
814,datasets/rplan/13961.json,69
815,datasets/rplan/13981.json,70
816,datasets/rplan/13982.json,77
817,datasets/rplan/13987.json,86
818,datasets/rplan/13990.json,91
819,datasets/rplan/13995.json,85
820,datasets/rplan/14.json,88
821,datasets/rplan/140.json,76
